我 wo3  "戈 ge1, 弋 yi4" 0 "我们 我国 自我 我方" "我 wo3 i; me; my
我们 wo3men5 we; us; ourselves; our
岔 cha4 诧姹侘汊 "分 fen1, 山 shan1, 八 ba1, 刀 dao1, 凵 kan3" 2707 "岔路 岔开 岔口 打岔" "岔 cha4 fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)
岔路 cha4lu4 fork in the road
岔开 cha4kai1 to diverge; to branch off the road; to change (the subject)
岔口 cha4kou3 junction; fork in road
打岔 da3cha4 interruption; to interrupt (esp. talk); to change the subject"
崎 qi2 棋芪蕲麒埼歧淇俟跂岐𨙸祁蛴琪齐亓圻萁旗愭耆琦祺锜 "山 shan1, 奇 ji1, 凵 kan3, 大 da4, 可 ke3, 人 ren2, 丁 ding1, 口 kou3" 2708 崎岖 "崎 qi2 mountainous
崎岖 qi2qu1 rugged; craggy"
睾 gao1 膏糕槔羔皋篙高 "睪 yi4, 罒 wang3, 幸 xing4, 囗 wei2, 土 tu3, 十 shi2, 干 gan4" 2709 睾丸 "睾 gao1 marsh; testicle
睾丸 gao1wan2 testicle"
缆 lan3 罱漤榄懒揽览 "纟 si1, 览 lan3, ㇀ ti2, 见 jian4, 𠂉 jiu3, 儿 er2" 2710 "缆车 电缆 光缆" "缆 lan3 cable; hawser; to moor
缆车 lan3che1 cable car
电缆 dian4lan3 (electric) cable
光缆 guang1lan3 optical cable"
崭 zhan3 搌展辗盏斩飐 "山 shan1, 斩 zhan3, 凵 kan3, 车 che1, 斤 jin1, 十 shi2" 2711 崭新 "崭 chan2 precipitous
崭新 zhan3xin1 brand new"
栅 zha4 柞溠痄蚱咤榨乍霅炸诈䃎 "木 mu4, 册 ce4, 十 shi2" 2712 栅栏 "栅 zha4 fence
栅栏 zha4lan2 fence"
践 jian4 饯楗谏剑建舰踺牮溅贱鉴涧健槛荐腱件渐箭键𬣡毽见僭 "戋 jian1, 口 kou3, 止 zhi3, 戈 ge1, 弋 yi4" 2713 "实践 践踏 作践" "践 jian4 to fulfill (a promise); to tread; to walk
实践 shi2jian4 practice; to put into practice; to live up to (a promise); to carry out (a project)
践踏 jian4ta4 to trample
作践 zuo4jian4 to ill-use; to humiliate; to degrade; to ruin"
蚀 shi2 十炻湜埘实拾鼫识鲥祏食时莳石 "虫 chong2, ⺈ yi4, 中 zhong1, ㇀ ti2, 口 kou3" 2714 "侵蚀 腐蚀" "蚀 shi2 to nibble away at sth; to eat into; to erode
侵蚀 qin1shi2 to erode; to corrode
腐蚀 fu3shi2 corrosion; to corrode (degrade chemically); to rot; corruption"
诀 jue2 爝龴㵐抉桷攫𫘝矍傕橛绝镢决觖崛獗觉砄劂玃玦厥孓蕨 "讠 yan2, 夬 guai4, 大 da4, 人 ren2" 2715 "秘诀 诀窍 口诀 要诀" "诀 jue2 to bid farewell; tricks of the trade
秘诀 mi4jue2 secret know-how; key (to longevity); secret (of happiness); recipe (for success)
诀窍 jue2qiao4 secret; trick; knack; key
口诀 kou3jue2 mnemonic chant; rhyme for remembering (arithmetic tables, character stroke order etc)
要诀 yao4jue2 the key trick; the secret of success"
儒 ru2 蠕孺茹颥濡嬬嚅襦铷薷如 "需 xu1, 而 er2" 2716 "儒学 儒雅 侏儒 儒教" "儒 ru2 scholar; confucian
儒学 ru2xue2 confucianism
儒雅 ru2ya3 scholarly; refined; cultured; courteous
侏儒 zhu1ru2 dwarf; pygmy; small person; midget
儒教 ru2jiao4 confucianism"
捧 peng3  "扌 shou3, 奉 feng4, ㇀ ti2, 三 san1, 二 er4" 2717 "捧场 吹捧" "捧 peng3 to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands); to praise; to flatter
捧场 peng3chang3 to cheer on (originally esp. as paid stooge); to root for sb; to sing sb's praises; to flatter
吹捧 chui1peng3 to flatter; to laud sb's accomplishments; adulation"
馨 xin1 心芯锌欣薪忄新昕鑫辛忻炘歆䜣𫷷 "香 xiang1, 声 sheng1, 殳 shu1, 士 shi4, 十 shi2, 尸 shi1, 又 you4, 禾 he2, 日 ri4, 木 mu4, 囗 wei2" 2718 "温馨 馨香" "馨 xin1 fragrant
温馨 wen1xin1 comfort; soft and fragrant; warm
馨香 xin1xiang1 fragrance; fragrant (of incense)"
昔 xi1 羲犀豨悉析晰饻硒肸兮嶲恓溪希鼷唏俙嘻酅夕暿稀熻谿 "日 ri4, 卄 nian4, 十 shi2, 囗 wei2" 2719 "昔日 往昔 昔年" "昔 xi1 former times; the past
昔日 xi1ri4 former days; in the past
往昔 wang3xi1 the past
昔年 xi1nian2 former years; previous years"
瑜 yu2 蝓鱼渔禺妤盂雩于虞褕舆竽窬逾觎畬艅渝俞邘髃榆隅谀 "俞 yu2, 十 shi2, ㇀ ti2, 刖 yue4, 人 ren2, 月 yue4, 刂 dao1" 2720 瑜珈 "瑜 yu2 excellence; luster of gems
瑜珈 yu2jia1 yoga"
梨 li2 藜离鹂漓犁蓠喱黎璃醨骊蜊厘狸㰀蠡罹黧篱鲡缡嫠 "利 li4, 木 mu4, 禾 he2, 刂 dao1, 十 shi2" 2721 "梨子 梨树" "梨 li2 pear
梨子 li2zi5 pear
梨树 li2shu4 pear tree"
掺 chan1 襜梴觇搀辿 "扌 shou3, 参 can1, ㇀ ti2, 厶 si1, 大 da4, 彡 shan1, 人 ren2" 2722  "掺 chan1 to mix"
苔 tai2 邰鲐炱薹台抬跆 "艹 cao3, 台 tai2, 十 shi2, 厶 si1, 口 kou3" 2723 "青苔 苔藓" "苔 tai2 moss; lichen; liverwort
青苔 qing1tai2 moss; lichen
苔藓 tai2xian3 moss"
苛 ke1 稞窠蝌匼髁科颗嗑柯瞌坷棵珂颏疴磕牁轲 "艹 cao3, 可 ke3, 十 shi2, 丁 ding1, 口 kou3" 2724 "苛刻 苛求" "苛 ke1 severe; exacting
苛刻 ke1ke4 harsh; severe; demanding
苛求 ke1qiu2 demanding"
硫 liu2 骝流留瘤馏刘旒镏浏疁鹠镠鎏瑬榴琉飗 "石 dan4, 口 kou3, 亠 tou2" 2725 "硫酸 硫磺" "硫 liu2 sulfur (chemistry)
硫酸 liu2suan1 sulfuric acid h2so4; sulfate
硫磺 liu2huang2 sulfur"
凿 zao2  "业 ye4, 凵 kan3, 干 gan4, 十 shi2" 2726 "确凿 开凿" "凿 zao2 chisel; to bore a hole; to chisel or dig; (literary) (bound form) certain; authentic; irrefutable
确凿 que4zao2 definite; conclusive; undeniable; authentic
开凿 kai1zao2 to cut (a canal, tunnel, well etc)"
飓 ju4 距巨锯句岠俱据醵讵澽犋踞拒聚惧苣剧炬窭钜遽秬具屦 "风 feng1, 具 ju4, 三 san1, 八 ba1, 二 er4" 2727 飓风 "飓 ju4 hurricane
飓风 ju4feng1 hurricane"
掷 zhi4 轾峙滞致疐彘栉挚稚制治蛭铚帙梽痔智贽锧至桎骘觯秩 "扌 shou3, 郑 zheng4, ㇀ ti2, 关 guan1, 天 tian1, 大 da4, 人 ren2" 2728 投掷 "掷 zhi4 to toss; to throw dice
投掷 tou2zhi4 to throw sth a long distance; to hurl; to throw at; to throw (dice etc); to flip (a coin)"
馈 kui4 愦蒉匮篑愧溃喟聩 "贵 gui4, ⺈ yi4, 贝 bei4, 中 zhong1, 口 kou3, 人 ren2" 2729 "反馈 回馈 馈赠" "馈 kui4 to make an offering to the gods; food; to make a present
反馈 fan3kui4 to send back information; feedback
回馈 hui2kui4 to repay a favor; to give back; feedback
馈赠 kui4zeng4 to present (a gift) to (sb)"
虔 qian2 钱墘钳前乾黔钤掮靬荨潜 "虍 hu1, 文 wen2, 七 qi1, ㇀ ti2, 亠 tou2, 乂 yi4" 2730 虔诚 "虔 qian2 to act with reverence; reverent
虔诚 qian2cheng2 pious; devout; sincere"
栓 shuan1 闩拴 "木 mu4, 全 quan2, 十 shi2, 人 ren2, 王 wang2, 土 tu3" 2731  "栓 shuan1 bottle stopper; plug; (gun) bolt; (grenade) pin"
钳 qian2 荨掮钤乾靬虔钱墘前潜黔 "钅 jin1, 甘 gan1, 𠂉 jiu3, 二 er4, 廿 nian4, 卄 nian4, 十 shi2" 2732 "钳子 钳制 钳工" "钳 qian2 pincers; pliers; tongs; claw (of animal); to grasp with pincers; to pinch; to clamp; to restrain; to restrict; to gag
钳子 qian2zi5 pliers; pincers; tongs; forceps; vise; clamp; claw (of a crab etc)
钳制 qian2zhi4 to suppress; to muzzle; to gag
钳工 qian2gong1 fitter; benchwork"
刃 ren4 轫纫仞衽任认饪妊葚讱纴韧 "刀 dao1" 2733 "刀刃 利刃 兵刃" "刃 ren4 edge of blade
刀刃 dao1ren4 knife blade; crucial point
利刃 li4ren4 sharp blade
兵刃 bing1ren4 (bladed) weapons"
咸 xian2 𫍯伭娴舷嫌痫闲涎弦贤挦衔鹇 "戌 qu5, 口 kou3, 戊 wu4, 戈 ge1, 弋 yi4" 2734 "咸菜 咸阳 咸鱼" "咸 xian2 all; everyone; each; widespread; harmonious; salted; salty; stingy; miserly
咸菜 xian2cai4 salted vegetables; pickles
咸阳 xian2yang2 xianyang, prefecture-level city in shaanxi
咸鱼 xian2yu2 salted fish"
洙 zhu1 潴蛛株铢猪诸茱侏朱珠诛橥槠邾 "氵 shui3, 朱 zhu1, ㇀ ti2, 未 wei4, 木 mu4, 十 shi2" 2735  "洙 zhu1 name of a river"
帖 tie3 铁 "巾 jin1, 占 zhan4, 口 kou3" 2736 "帖子 请帖" "帖 tie1 fitting snugly; appropriate; suitable; to paste; to obey
帖子 tie3zi5 card; invitation; message; (forum) post
请帖 qing3tie3 invitation card; written invitation"
嘟 du1 都督阇厾 "口 kou3, 都 dou1, 者 zhe3, 日 ri4, 土 tu3, 十 shi2, 囗 wei2" 2737 "嘟囔 嘟哝 嘟噜" "嘟 du1 toot; honk; to pout
嘟囔 du1nang5 to mumble to oneself
嘟哝 du1nong5 to mutter; to mumble complaints; to grumble
嘟噜 du1lu5 bunch; cluster; classifier for bunched objects; to hang down in a bunch; to droop"
熔 rong2 融荣容瑢溶戎狨镕嵘榕蓉绒茸蝾 "火 huo3, 容 rong2, 人 ren2, 宀 mian2, 谷 gu3, 冖 mi4, 八 ba1, 口 kou3" 2738 "熔化 熔炉 熔岩" "熔 rong2 to smelt; to fuse
熔化 rong2hua4 to melt (of ice, metals etc)
熔炉 rong2lu2 smelting furnace; forge
熔岩 rong2yan2 lava"
瘟 wen1 辒鳁蕰温榅 "疒 ne4, 广 guang3, ㇀ ti2, 厂 chang3, 日 ri4, 皿 min3, 囗 wei2" 2739 "瘟疫 瘟神" "瘟 wen1 epidemic; pestilence; plague; (fig.) stupid; dull; (of a performance) lackluster
瘟疫 wen1yi4 plague; pestilence
瘟神 wen1shen2 demon personifying pestilence"
菇 gu1 菰蛄孤觚辜酤鸪蓇呱沽轱估箍姑咕 "艹 cao3, 姑 gu1, 十 shi2, 女 nü3, 古 gu3, 口 kou3" 2740 "蘑菇 香菇" "菇 gu1 mushroom
蘑菇 mo2gu5 mushroom; to pester; to dawdle
香菇 xiang1gu1 shiitake (lentinus edodes), an edible mushroom"
晴 qing2 氰檠勍黥情擎 "日 ri4, 青 qing1, 囗 wei2, 月 yue4, 土 tu3, 十 shi2" 2741 "晴朗 晴天 放晴 晴好" "晴 qing2 clear; fine (weather)
晴朗 qing2lang3 sunny and cloudless
晴天 qing2tian1 clear sky; sunny day
放晴 fang4qing2 (of weather) to clear up
晴好 qing2hao3 bright and sunny weather"
於 yu1 淤迂纡瘀 "方 fang1, 万 wan4" 2742  
茉 mo4 沫寞默镆𬙊貘貊墨殁蓦瘼陌靺末漠秣莫耱 "艹 cao3, 末 mo4, 十 shi2, 木 mu4" 2743 茉莉 "茉 mo4 jasmine
茉莉 mo4li4 jasmine"
译 yi4 悒瘗呓怿异鹢易廙谊羿⺈缢熠弈义屹役埸螠薏镒抑𬟁益 "讠 yan2, 又 you4, 二 er4" 2744 "翻译 译文 口译 编译" "译 yi4 to translate; to interpret
翻译 fan1yi4 to translate; to interpret; translator; interpreter; translation; interpretation
译文 yi4wen2 translated text
口译 kou3yi4 interpreting
编译 bian1yi4 to translate and edit; translator-editor; (computing) to compile (source code)"
侏 zhu1 诸铢槠邾珠洙橥朱诛潴蛛猪株茱 "朱 zhu1, 未 wei4, 木 mu4, 十 shi2" 2745 侏儒 "侏 zhu1 dwarf
侏儒 zhu1ru2 dwarf; pygmy; small person; midget"
谴 qian3 浅遣肷缱 "讠 yan2, 遣 qian3, 辶 chuo4, 中 zhong1, 口 kou3" 2746 谴责 "谴 qian3 to censure; to reprimand
谴责 qian3ze2 to denounce; to condemn; to criticize; condemnation; criticism"
汪 wang1 尪尢 "氵 shui3, 王 wang2, ㇀ ti2, 土 tu3, 十 shi2" 2747 "汪洋 汪汪" "汪 wang1 expanse of water; ooze; classifier for liquids: pool, puddle
汪洋 wang1yang2 vast body of water
汪汪 wang1wang1 gleaming with tears; woof woof (sound of a dog barking); (literary) (of a body of water) broad and deep"
褐 he4 熇翯鹤壑赫贺隺垎 "衤 yi1, 曷 he2, 曰 yue1, 囗 wei2" 2748 褐色 "褐 he4 brown; gray or dark color; coarse hemp cloth
褐色 he4se4 brown"
颂 song4 讼宋送诵 "公 gong1, 页 ye4, 八 ba1, 厶 si1, 贝 bei4, 人 ren2" 2749 "歌颂 赞颂 颂扬 颂歌" "颂 song4 ode; eulogy; to praise in writing; to wish (in letters)
歌颂 ge1song4 to sing the praises of; to extol; to eulogize
赞颂 zan4song4 to bless; to praise
颂扬 song4yang2 to eulogize; to praise
颂歌 song4ge1 carol"
耿 geng3 鲠哽绠𬒔梗埂 "耳 er3, 火 huo3, 人 ren2" 2750 耿直 "耿 geng3 (literary) bright; brilliant; honest; upright
耿直 geng3zhi2 honest; frank; candid"
唾 tuo4 拓萚箨柝 "口 kou3, 垂 chui2" 2751 "唾沫 唾弃 唾液" "唾 tuo4 saliva; to spit
唾沫 tuo4mo5 spittle; saliva
唾弃 tuo4qi4 to spurn; to disdain
唾液 tuo4ye4 saliva"
陀 tuo2 跎坨橐柁佗砣𬶍鼍鸵驼沱酡 "它 ta1, 宀 mian2, 匕 bi3, 冖 mi4" 2752 "佛陀 陀螺" "陀 tuo2 (phonetic); declivity; steep bank
佛陀 fo2tuo2 buddha (a person who has attained buddhahood, or specifically siddhartha gautama)
陀螺 tuo2luo2 spinning top; gyroscope"
狩 shou4 寿售受兽绶授瘦 "犭 quan3, 守 shou3, 宀 mian2, 寸 cun4, 冖 mi4" 2753 狩猎 "狩 shou4 to hunt; to go hunting (as winter sport in former times); hunting dog; imperial tour
狩猎 shou4lie4 to hunt; hunting"
吾 wu2 郚毋蜈无铻鹀芜峿珸鼯唔吴浯梧 "五 wu3, 口 kou3" 2754 "支吾 吾人" "吾 wu2 my
支吾 zhi1wu2 to resist; to deal with
吾人 wu2ren2 (literary) we; us"
宏 hong2 黉翃玒闳虹红谼𬭎蕻𫟹泓洪荭竑弘纮鸿 "宀 mian2, 冖 mi4, 厶 si1" 2755 "宏观 宏伟 宏大 宏图" "宏 hong2 great; magnificent; macro (computing); macro-
宏观 hong2guan1 macro-; macroscopic; holistic
宏伟 hong2wei3 grand; imposing; magnificent
宏大 hong2da4 great; grand
宏图 hong2tu2 major undertaking; vast plan; grand prospect"
菊 ju2 局橘䴗焗 "艹 cao3, 十 shi2, 米 mi3, 木 mu4" 2756 菊花 "菊 ju2 chrysanthemum
菊花 ju2hua1 chrysanthemum; (slang) anus"
靶 ba3 钯把 "革 ge2, 巴 ba1, 巳 si4" 2757 "靶子 打靶" "靶 ba3 target; mark
靶子 ba3zi5 target
打靶 da3ba3 target shooting"
痪 huan4 患幻换鲩焕豢逭漶擐宦奂唤浣涣 "疒 ne4, 奂 huan4, 广 guang3, ㇀ ti2, 厂 chang3, ⺈ yi4, 大 da4, 人 ren2" 2758 瘫痪 "痪 huan4 illness; numbness of the limbs
瘫痪 tan1huan4 paralysis; be paralyzed (body, transportation, etc)"
骆 luo4 络洛珞荦落雒摞泺漯 "马 ma3, 各 ge4, 口 kou3" 2759 骆驼 "骆 luo4 camel
骆驼 luo4tuo5 camel; (coll.) blockhead; ninny"
敷 fu1 玞呋趺𫓧肤夫孵跗稃鄜砆麸 "攵 pu1, 甫 fu3, 方 fang1, 万 wan4, 𠂉 jiu3, 乂 yi4" 2760 敷衍 "敷 fu1 to spread; to lay out; to apply (powder, ointment etc); sufficient (to cover); enough
敷衍 fu1yan3 to elaborate (on a theme); to expound (the classics); perfunctory; to skimp; to botch; to do sth half-heartedly or just for show; barely enough to get by"
渺 miao3 淼秒眇杪缈邈藐 "氵 shui3, 眇 miao3, ㇀ ti2, 目 mu4, 少 shao3, 囗 wei2, 八 ba1" 2761 "渺小 渺茫 飘渺" "渺 miao3 (of an expanse of water) vast; distant and indistinct; tiny or insignificant
渺小 miao3xiao3 minute; tiny; negligible; insignificant
渺茫 miao3mang2 uncertain; remote; distant and indistinct; vague
飘渺 piao1miao3 faintly discernible; as in a mist"
僻 pi4 睥譬甓埤辟淠䴙屁媲澼 "辟 bi4, 辛 xin1, 尸 shi1, 口 kou3, 立 li4, 十 shi2, 亠 tou2" 2762 "偏僻 僻静 孤僻 生僻" "僻 pi4 (bound form) remote; out of the way; off-center; eccentric
偏僻 pian1pi4 remote; desolate; far from the city
僻静 pi4jing4 lonely; secluded
孤僻 gu1pi4 antisocial; reclusive; eccentric
生僻 sheng1pi4 unfamiliar; rarely seen"
榨 zha4 诈霅乍炸蚱柞溠咤䃎痄栅 "木 mu4, 窄 zhai3, 十 shi2, 穴 xue2, 乍 zha4, 宀 mian2, 八 ba1, 冖 mi4, 𠂉 jiu3, 二 er4" 2763 "榨菜 压榨 榨取" "榨 zha4 to press; to extract (juice); to press; to extract (juice); device for extracting juice, oils etc
榨菜 zha4cai4 hot pickled mustard tuber
压榨 ya1zha4 to press; to squeeze; to extract juice, oil etc by squeezing
榨取 zha4qu3 to extract; to squeeze out (juice etc); (fig.) to exploit"
聆 ling2 泠玲坽鲮零㥄凌伶龄酃昤棂鸰柃囹祾瓴菱澪姈铃舲灵陵 "耳 er3, 令 ling4, 龴 jue2" 2764 聆听 "聆 ling2 (literary) to hear; to listen
聆听 ling2ting1 to listen (respectfully)"
澄 cheng2 诚枨丞程埕塍城成珹宬承澂珵晟橙铖裎憕呈乘酲惩 "氵 shui3, 登 deng1, ㇀ ti2, 豆 dou4, 口 kou3" 2765 "澄清 澄澈" "澄 cheng2 clear; limpid; to clarify; to purify
澄清 cheng2qing1 clear (of liquid); limpid; to clarify; to make sth clear; to be clear (about the facts)
澄澈 cheng2che4 limpid; crystal clear"
妍 yan2 闫蜒檐延𫄧芫筵研言盐炎岩严沿颜讠虤阎 "女 nü3, 开 kai1, 廾 gong3, 十 shi2" 2766  "妍 yan2 beautiful"
伎 ji4 鲚剂髻忌𪟝跽惎继荠芰既𬶭洎霁罽鲫纪济偈妓𬶨冀季计 "支 zhi1, 十 shi2, 又 you4" 2767 伎俩 "伎 ji4 artistry; talent; skill
伎俩 ji4liang3 trick; scheme; ploy; skill"
嗒 da1 耷𨱏褡搭哒 "口 kou3, 艹 cao3, 合 he2, 十 shi2, 人 ren2" 2768 吧嗒 "嗒 ta4 to despair
吧嗒 ba1da5 to smack one's lips; to pull (on a pipe)"
嗡 weng1 𬭩翁滃鹟 "口 kou3, 翁 weng1, 公 gong1, 羽 yu3, 八 ba1, 厶 si1, 习 xi2, ㇀ ti2" 2769 嗡嗡 "嗡 weng1 hum; drone
嗡嗡 weng1weng1 buzz; drone; hum"
桂 gui4 跪柜桧刿贵鳜刽炅筀 "木 mu4, 圭 gui1, 十 shi2, 土 tu3" 2770 "桂林 桂花 桂冠 月桂" "桂 gui4 cassia; laurel
桂林 gui4lin2 guilin prefecture-level city in guangxi
桂花 gui4hua1 osmanthus flowers; osmanthus fragrans
桂冠 gui4guan1 laurel (as a symbol of victory or merit)
月桂 yue4gui4 laurel (laurus nobilis); bay tree; bay leaf"
扒 ba1 羓疤粑朳吧芭叭笆八巴捌鲃蚆岜 "扌 shou3, 八 ba1, ㇀ ti2" 2771 "扒手 扒拉 扒开 扒窃" "扒 ba1 to peel; to skin; to tear; to pull down; to cling to (sth on which one is climbing); to dig
扒手 pa2shou3 pickpocket
扒拉 ba1la5 (coll.) to push lightly; to flick to one side; to get rid of
扒开 ba1kai1 to pry open or apart; to spread (sth) open with both hands
扒窃 pa2qie4 to steal; to pick pockets; to frisk"
琐 suo3 唢锁溹所索 "十 shi2, ㇀ ti2, 贝 bei4, 人 ren2" 2772 "琐碎 琐事 繁琐 猥琐" "琐 suo3 fragmentary; trifling
琐碎 suo3sui4 trifling; trivial; tedious; inconsequential
琐事 suo3shi4 trifle
繁琐 fan2suo3 many and complicated; mired in minor details
猥琐 wei3suo3 wretched (esp. appearance); vulgar"
痫 xian2 舷贤闲弦衔鹇挦嫌𫍯伭咸娴涎 "疒 ne4, 闲 xian2, 广 guang3, ㇀ ti2, 厂 chang3, 门 men2, 木 mu4, 十 shi2" 2773 癫痫 "痫 xian2 epilepsy; insanity
癫痫 dian1xian2 epilepsy"
蘑 mo2 摹模嬷嫫馍麽磨谟摩膜藦魔 "艹 cao3, 磨 mo2, 十 shi2, 麻 ma2, 石 dan4, 广 guang3, 林 lin2, 厂 chang3, 木 mu4, 口 kou3" 2774 蘑菇 "蘑 mo2 mushroom
蘑菇 mo2gu5 mushroom; to pester; to dawdle"
炭 tan4 叹探碳 "山 shan1, 厂 chang3, 火 huo3, 凵 kan3, 人 ren2" 2775 "煤炭 木炭 炭疽" "炭 tan4 wood charcoal; coal
煤炭 mei2tan4 coal
木炭 mu4tan4 charcoal
炭疽 tan4ju1 (medicine) anthrax; (horticulture) anthracnose; canker"
裕 yu4 鹬阈誉悆彧蜮燠蓣郁愈棫鹆狱欲钰遇滪芋玉饫峪矞妪堉 "衤 yi1, 谷 gu3, 八 ba1, 人 ren2, 口 kou3" 2776 "富裕 充裕 宽裕" "裕 yu4 abundant
富裕 fu4yu4 prosperous; well-to-do; well-off
充裕 chong1yu4 abundant; ample; plenty; abundance
宽裕 kuan1yu4 comfortably off; ample; plenty"
芽 ya2 涯堐蚜牙衙伢玡睚琊岈崖 "艹 cao3, 牙 ya2, 十 shi2, 丁 ding1" 2777 "萌芽 发芽 豆芽 嫩芽" "芽 ya2 bud; sprout
萌芽 meng2ya2 to sprout (lit. or fig.); to bud; to germinate; germ; seed; bud
发芽 fa1ya2 to germinate
豆芽 dou4ya2 bean sprout
嫩芽 nen4ya2 tender shoots"
瞪 deng4 镫凳邓磴嶝 "目 mu4, 登 deng1, 囗 wei2, 豆 dou4, 口 kou3" 2778 瞪眼 "瞪 deng4 to open (one's eyes) wide; to stare at; to glare at
瞪眼 deng4yan3 to open one's eyes wide; to stare; to glare (at sb); to scowl"
狭 xia2 柙瑕霞侠狎翈暇硖叚遐峡辖黠匣 "犭 quan3, 夹 jia1, 大 da4, 人 ren2" 2779 "狭窄 狭小 狭隘 狭长" "狭 xia2 narrow; narrow-minded
狭窄 xia2zhai3 narrow
狭小 xia2xiao3 narrow
狭隘 xia2ai4 narrow; tight; narrow minded; lacking in experience
狭长 xia2chang2 long and narrow"
涕 ti4 绨逖悌嚏裼惕剃趯替屉倜 "氵 shui3, 弟 di4, ㇀ ti2, 弓 gong1" 2780 鼻涕 "涕 ti4 tears; nasal mucus
鼻涕 bi2ti4 nasal mucus; snivel; snot"
醺 xun1 埙獯曛𫄸勋熏薰 "酉 you3, 熏 xun1, 西 xi1, 儿 er2, 囗 wei2" 2781  "醺 xun1 helplessly intoxicated"
拙 zhuo1 倬棁䦃涿桌捉 "扌 shou3, 出 chu1, ㇀ ti2, 屮 che4, 凵 kan3" 2782 "笨拙 拙劣" "拙 zhuo1 awkward; clumsy; dull; inelegant; (polite) my
笨拙 ben4zhuo1 clumsy; awkward; stupid
拙劣 zhuo1lie4 clumsy; botched"
躬 gong1 龚觥恭功公工䢼肱攻宫弓蚣供 "身 shen1, 弓 gong1" 2783 "鞠躬 躬身" "躬 gong1 body (of a human, esp. the torso); to bow; (literary) oneself; personally
鞠躬 ju1gong1 to bow; (literary) to bend down
躬身 gong1shen1 to bow; personally"
氯 lü4 垏滤葎律虑 "气 qi4, 𠂉 jiu3, 八 ba1" 2784  "氯 lü4 chlorine (chemistry)"
炖 dun4 钝盾砘沌囤遁顿 "火 huo3, 屯 tun2, 人 ren2, 凵 kan3" 2785  "炖 dun4 to stew"
饪 ren4 韧纴认刃衽讱葚轫纫任妊仞 "壬 ren2, ⺈ yi4, 士 shi4, 十 shi2" 2786 烹饪 "饪 ren4 cooked food; to cook (until ready)
烹饪 peng1ren4 cooking; culinary arts"
沦 lun2 囵仑𬬭伦轮 "氵 shui3, 仑 lun2, ㇀ ti2, 人 ren2, 匕 bi3" 2787 "沦为 沦落 沉沦 沦陷" "沦 lun2 to sink (into ruin, oblivion); to be reduced to
沦为 lun2wei2 to sink down to; to be reduced to (sth inferior)
沦落 lun2luo4 to degenerate; impoverished; to fall (into poverty); to be reduced (to begging)
沉沦 chen2lun2 to sink into (vice, depravity etc); to pass into oblivion; downfall; passing
沦陷 lun2xian4 to fall into enemy hands; to be occupied; to degenerate; to submerge"
灿 can4 粲璨 "火 huo3, 山 shan1, 人 ren2, 凵 kan3" 2788 灿烂 "灿 can4 glorious; bright; brilliant; lustrous; resplendent
灿烂 can4lan4 to glitter; brilliant; splendid"
谭 tan2 惔檀郯锬坛谈痰昙倓磹榃潭 "讠 yan2, 覃 tan2, 早 zao3, 口 kou3, 日 ri4, 十 shi2, 囗 wei2" 2789  
昌 chang1 鲳猖菖阊娼伥 "日 ri4, 曰 yue1, 囗 wei2" 2790 "南昌 昌平 宜昌 文昌" "昌 chang1 prosperous; flourishing
南昌 nan2chang1 also nanchang county
昌平 chang1ping2 changping district of beijing, formerly changping county
宜昌 yi2chang1 yichang, prefecture-level city in hubei
文昌 wen2chang1 wenchang city, hainan"
锈 xiu4 袖绣岫秀琇溴珛嗅 "钅 jin1, 秀 xiu4, 𠂉 jiu3, 二 er4, 禾 he2, 乃 nai3, 木 mu4, 十 shi2" 2791 生锈 "锈 xiu4 to corrode; to rust
生锈 sheng1xiu4 to rust; to grow rusty; to corrode; oxidization"
瘸 que2  "疒 ne4, 广 guang3, ㇀ ti2, 厂 chang3, 加 jia1, 肉 rou4, 力 li4, 口 kou3, 内 nei4, 人 ren2" 2792 "瘸子 瘸腿" "瘸 que2 lame
